,Date,Reported_New_Cases,Hospitalizations,ICU,Deaths,Scenario,Active_Cases
0,2021-04-06,96.90329638469234,46.195716391122474,5.9792109840561505,467.97002442987326,Pessimistic,1445.0
1,2021-04-07,97.02467674815784,47.23188520068452,6.0582002810759885,468.5712332307017,Pessimistic,1420.0
2,2021-04-08,97.28204956931017,48.178864534289666,6.143402959231422,469.1806594089565,Pessimistic,1394.0
3,2021-04-09,97.62007158221445,49.04469141370235,6.233047527167196,469.79883274528856,Pessimistic,1379.0
4,2021-04-10,98.00530703953109,49.837323024471374,6.325642340378293,470.4261202696997,Pessimistic,1375.0
5,2021-04-11,98.4175399651674,50.5643726135521,6.419945850356116,471.0627527393383,Pessimistic,1370.0
6,2021-04-12,98.84453209966614,51.232955285024396,6.514936844052035,471.7088481303969,Pessimistic,1398.0
7,2021-04-13,99.27885977274332,51.849609123206015,6.609785941785243,472.3644322117281,Pessimistic,1397.0
8,2021-04-14,99.71600513771818,52.4202668337389,6.703829093848365,473.0294563664898,Pessimistic,1383.0
9,2021-04-15,100.15320428770292,52.950260288185376,6.7965434548888615,473.70381288287405,Pessimistic,1347.0
10,2021-04-16,100.58875209736107,53.44434560954498,6.887525773772075,474.3873479599458,Pessimistic,1336.0
11,2021-04-17,101.02158268113726,53.90674023605905,6.976473280322728,475.0798726799808,Pessimistic,1341.0
12,2021-04-18,101.4510161842095,54.34116612713624,7.063166953652992,475.78117219159043,Pessimistic,1347.0
13,2021-04-19,101.87660595948046,54.75089521496874,7.14745700127332,476.4910133333536,Pessimistic,1388.0
14,2021-04-20,102.29804633336744,55.13879457298066,7.229250350604874,477.2091509090416,Pessimistic,1393.0
0,2021-04-06,96.23969626552253,45.94548872689695,5.972841839231177,467.96899174927074,Expected,1444.0
1,2021-04-07,95.46959051715703,46.88734513772547,6.048320631584483,468.56939744420833,Expected,1417.0
2,2021-04-08,95.01883349672266,47.72483575014813,6.128931188422261,469.17761673111306,Expected,1389.0
