,Date,Reported_New_Cases,Hospitalizations,ICU,Deaths,Scenario,Active_Cases
0,2021-04-07,93.37758374498208,50.12466787519031,7.013740686675169,467.39011494224417,Pessimistic,1395.0
1,2021-04-08,93.79645600182857,51.09506920766873,7.123991649015565,468.09625608441155,Pessimistic,1366.0
2,2021-04-09,94.22980338061552,51.98632051796409,7.238031186235992,468.813614324856,Pessimistic,1347.0
3,2021-04-10,94.6705750971928,52.80543745378769,7.354337452555485,469.54248991570165,Pessimistic,1340.0
4,2021-04-11,95.11448094201228,53.5594192223751,7.471641488980198,470.2830439214843,Pessimistic,1332.0
5,2021-04-12,95.55889653256281,54.25498970492855,7.588900717767758,471.03532217117873,Pessimistic,1357.0
6,2021-04-13,96.00220277643712,54.898446612616134,7.705271879016659,471.7992765195162,Pessimistic,1353.0
7,2021-04-14,96.44338730923869,55.49558361608982,7.8200848326130155,472.57478343883525,Pessimistic,1335.0
8,2021-04-15,96.88180399917997,56.05166084454233,7.932818060838955,473.36166007363215,Pessimistic,1296.0
9,2021-04-16,97.31702782852926,56.571406605421046,8.043076310951513,474.15967795231404,Pessimistic,1281.0
10,2021-04-17,97.74876732807752,57.05903847000433,8.150570555462219,474.96857458055143,Pessimistic,1283.0
11,2021-04-18,98.17681174243671,57.518295615607414,8.25510027973531,475.7880631493445,Pessimistic,1286.0
12,2021-04-19,98.60099915509363,57.95247695365217,8.356538002825966,476.6178405862573,Pessimistic,1324.0
13,2021-04-20,99.02119726314186,58.364481421722736,8.454815877675593,477.45759416559025,Pessimistic,1347.0
14,2021-04-21,99.43729178683634,58.75684810498566,8.549914186439368,478.3070068761777,Pessimistic,1353.0
0,2021-04-07,92.73011696141702,49.85810626596055,7.00622153632854,467.38889544924535,Expected,1395.0
1,2021-04-08,92.2804621001369,50.72810786217763,7.112330286094917,468.09408857270427,Expected,1364.0
2,2021-04-09,92.02510955762045,51.5028244725585,7.220952369280847,468.8100223960033,Expected,1343.0
3,2021-04-10,91.88570356855462,52.19023076386768,7.33044666505377,469.53686358842265,Expected,1333.0
4,2021-04-11,91.81474877634491,52.7984329886545,7.439452303801235,470.27462908590553,Expected,1322.0
5,2021-04-12,91.78345407987354,53.3353260510523,7.5468611399778025,471.02321273618753,Expected,1343.0
6,2021-04-13,91.77436557599185,53.80838340395519,7.651788673682648,471.78240909737957,Expected,1335.0
7,2021-04-14,91.77690165383274,54.22453938580808,7.753545277579164,472.55193433473323,Expected,1313.0
8,2021-04-15,91.78464684763048,54.59013463071467,7.851608878645592,473.33144430840326,Expected,1269.0
9,2021-04-16,91.79371158011668,54.91090345272161,7.945599751407052,474.12055003371967,Expected,1249.0
10,2021-04-17,91.80173791687821,55.191988224726096,8.035257742871922,474.9188307431775,Expected,1245.0
11,2021-04-18,91.80729687167923,55.43797025303452,8.120422025609589,475.7258447993742,Expected,1242.0
12,2021-04-19,91.80952304477705,55.65290989709676,8.201013331666157,476.541138710027,Expected,1273.0
13,2021-04-20,91.80789312425759,55.840391017300355,8.277018532356069,477.3642544867101,Expected,1289.0
14,2021-04-21,91.80209159647484,56.00356649406418,8.348477379972053,478.1947355727598,Expected,1288.0
0,2021-03-03,50.57142857142857,26.0,7.0,441.0,Historical,725.0
1,2021-03-04,52.0,28.0,5.0,443.0,Historical,729.0
2,2021-03-05,49.285714285714285,27.0,5.0,444.0,Historical,757.0
3,2021-03-06,48.285714285714285,26.0,5.0,445.0,Historical,742.0
4,2021-03-07,50.57142857142857,25.0,5.0,445.0,Historical,735.0
5,2021-03-08,51.57142857142857,24.0,5.0,445.0,Historical,730.0
6,2021-03-09,55.57142857142857,23.0,5.0,448.0,Historical,728.0
7,2021-03-10,55.57142857142857,27.0,5.0,448.0,Historical,743.0
8,2021-03-11,57.285714285714285,27.0,4.0,449.0,Historical,765.0
9,2021-03-12,54.0,31.0,5.0,450.0,Historical,723.0
10,2021-03-13,53.714285714285715,29.0,5.0,451.0,Historical,714.0
11,2021-03-14,53.857142857142854,27.0,5.0,451.0,Historical,731.0
12,2021-03-15,54.714285714285715,25.0,5.0,451.0,Historical,744.0
13,2021-03-16,57.714285714285715,22.0,4.0,451.0,Historical,793.0
14,2021-03-17,61.714285714285715,21.0,6.0,451.0,Historical,821.0
15,2021-03-18,66.42857142857143,25.0,8.0,452.0,Historical,866.0
16,2021-03-19,69.71428571428571,21.0,8.0,453.0,Historical,866.0
17,2021-03-20,74.0,24.0,7.0,454.0,Historical,894.0
18,2021-03-21,78.71428571428571,27.0,7.0,454.0,Historical,928.0
19,2021-03-22,77.71428571428571,30.0,7.0,454.0,Historical,927.0
20,2021-03-23,76.14285714285714,33.0,7.0,457.0,Historical,937.0
21,2021-03-24,81.0,41.0,7.0,458.0,Historical,999.0
22,2021-03-25,84.42857142857143,39.0,7.0,459.0,Historical,1056.0
23,2021-03-26,88.14285714285714,40.0,7.0,462.0,Historical,1105.0
24,2021-03-27,91.14285714285714,41.0,8.0,462.0,Historical,1156.0
25,2021-03-28,94.57142857142857,42.0,8.0,462.0,Historical,1213.0
26,2021-03-29,98.85714285714286,43.0,9.0,462.0,Historical,1236.0
27,2021-03-30,104.85714285714286,42.0,7.0,463.0,Historical,1267.0
28,2021-03-31,103.71428571428571,39.0,7.0,463.0,Historical,1293.0
29,2021-04-01,105.57142857142857,42.0,9.0,463.0,Historical,1330.0
30,2021-04-02,105.42857142857143,42.0,8.0,467.0,Historical,1355.0
31,2021-04-03,104.57142857142857,42.0,7.0,467.0,Historical,1370.0
32,2021-04-04,103.42857142857143,42.0,6.0,467.0,Historical,1386.0
33,2021-04-05,102.0,43.0,5.0,467.0,Historical,1406.0
34,2021-04-06,98.57142857142857,46.0,6.0,467.0,Historical,1424.0
